alarm_id,plant_id,equipment_id,alarm_timestamp,alarm_code,alarm_short_name,alarm_description,severity,duration_minutes,resolved_timestamp,operator_id
ALM001423,PLT002,GEN003,2024-01-18 22:06:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,422,2024-01-19 05:08:00,OPR008
ALM001424,PLT003,TRB004,2024-11-11 03:18:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,355,2024-11-11 09:13:00,OPR005
ALM001425,PLT004,TRB005,2024-04-23 06:25:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,245,2024-04-23 10:30:00,OPR001
ALM001426,PLT004,GEN005,2024-09-21 00:43:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,449,2024-09-21 08:12:00,OPR010
ALM001427,PLT005,GEN006,2024-01-10 10:08:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,14,2024-01-10 10:22:00,OPR005
ALM001428,PLT003,TRB004,2024-09-11 14:49:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,359,2024-09-11 20:48:00,OPR002
ALM001429,PLT001,TRB001,2024-08-15 10:47:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,255,2024-08-15 15:02:00,OPR009
ALM001430,PLT005,GEN006,2024-12-11 15:34:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,63,2024-12-11 16:37:00,OPR002
ALM001431,PLT004,GEN005,2024-03-05 09:50:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,436,2024-03-05 17:06:00,OPR009
ALM001432,PLT002,GEN003,2024-06-19 06:41:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,7,2024-06-19 06:48:00,OPR011
ALM001433,PLT004,GEN005,2024-01-26 14:10:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,367,2024-01-26 20:17:00,OPR009
ALM001434,PLT004,TRB005,2024-06-30 14:40:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,112,2024-06-30 16:32:00,OPR002
ALM001435,PLT005,TRB006,2024-04-11 02:50:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,116,2024-04-11 04:46:00,OPR004
ALM001436,PLT005,GEN006,2024-08-17 18:10:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,419,2024-08-18 01:09:00,OPR008
ALM001437,PLT003,GEN004,2024-03-22 05:08:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,169,2024-03-22 07:57:00,OPR005
ALM001438,PLT003,GEN004,2024-11-12 12:55:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,338,2024-11-12 18:33:00,OPR004
ALM001439,PLT005,TRB006,2024-07-29 18:06:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,10,2024-07-29 18:16:00,OPR008
ALM001440,PLT004,GEN005,2024-04-10 00:11:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,414,2024-04-10 07:05:00,OPR005
ALM001441,PLT001,GEN001,2024-05-18 18:27:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,236,2024-05-18 22:23:00,OPR012
ALM001442,PLT005,GEN006,2024-08-19 03:57:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,373,2024-08-19 10:10:00,OPR007
ALM001443,PLT004,GEN005,2024-10-20 21:18:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-10-20 21:31:00,OPR009
ALM001444,PLT003,GEN004,2024-11-28 17:15:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,407,2024-11-29 00:02:00,OPR012
ALM001445,PLT001,TRB001,2024-06-16 10:03:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,342,2024-06-16 15:45:00,OPR007
ALM001446,PLT003,TRB004,2024-04-20 21:46:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,430,2024-04-21 04:56:00,OPR006
ALM001447,PLT004,TRB005,2024-05-24 21:41:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,1,2024-05-24 21:42:00,OPR009
ALM001448,PLT003,GEN004,2024-02-16 09:48:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,388,2024-02-16 16:16:00,OPR010
ALM001449,PLT003,GEN004,2024-11-23 21:10:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,289,2024-11-24 01:59:00,OPR002
ALM001450,PLT004,TRB005,2024-11-13 13:02:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,168,2024-11-13 15:50:00,OPR003
ALM001451,PLT004,GEN005,2024-08-01 18:29:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,236,2024-08-01 22:25:00,OPR009
ALM001452,PLT001,GEN002,2024-08-21 23:56:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,11,2024-08-22 00:07:00,OPR004
ALM001453,PLT001,GEN001,2024-03-20 08:50:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,252,2024-03-20 13:02:00,OPR010
ALM001454,PLT003,GEN004,2024-06-15 21:55:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,11,2024-06-15 22:06:00,OPR012
ALM001455,PLT002,TRB003,2024-06-21 02:20:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,8,2024-06-21 02:28:00,OPR003
ALM001456,PLT001,TRB002,2024-11-27 21:07:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,439,2024-11-28 04:26:00,OPR012
ALM001457,PLT005,TRB006,2024-04-19 12:09:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,223,2024-04-19 15:52:00,OPR004
ALM001458,PLT005,GEN006,2024-10-12 10:46:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,222,2024-10-12 14:28:00,OPR010
ALM001459,PLT001,GEN001,2024-07-12 04:22:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,213,2024-07-12 07:55:00,OPR011
ALM001460,PLT004,GEN005,2024-09-24 03:37:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,431,2024-09-24 10:48:00,OPR001
ALM001461,PLT001,TRB001,2024-01-26 15:34:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,463,2024-01-26 23:17:00,OPR003
ALM001462,PLT001,TRB001,2024-08-03 08:15:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,341,2024-08-03 13:56:00,OPR012
ALM001463,PLT005,GEN006,2024-07-21 14:22:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,73,2024-07-21 15:35:00,OPR005
ALM001464,PLT004,GEN005,2024-09-03 20:04:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,91,2024-09-03 21:35:00,OPR010
ALM001465,PLT004,TRB005,2024-10-05 23:34:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,245,2024-10-06 03:39:00,OPR002
ALM001466,PLT002,TRB003,2024-09-20 15:22:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,130,2024-09-20 17:32:00,OPR003
ALM001467,PLT005,TRB006,2024-07-08 12:29:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,157,2024-07-08 15:06:00,OPR002
ALM001468,PLT005,TRB006,2024-12-06 06:02:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,169,2024-12-06 08:51:00,OPR001
ALM001469,PLT003,GEN004,2024-10-16 02:30:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,454,2024-10-16 10:04:00,OPR004
ALM001470,PLT001,TRB001,2024-06-14 21:56:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,8,2024-06-14 22:04:00,OPR009
ALM001471,PLT004,GEN005,2024-05-23 03:48:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,163,2024-05-23 06:31:00,OPR008
ALM001472,PLT003,TRB004,2024-04-15 04:04:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,185,2024-04-15 07:09:00,OPR012
ALM001473,PLT005,GEN006,2024-11-23 17:09:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,10,2024-11-23 17:19:00,OPR003
ALM001474,PLT004,TRB005,2024-11-18 15:15:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,378,2024-11-18 21:33:00,OPR010
ALM001475,PLT002,GEN003,2024-09-04 06:18:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,288,2024-09-04 11:06:00,OPR006
ALM001476,PLT004,GEN005,2024-10-01 09:59:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,334,2024-10-01 15:33:00,OPR010
ALM001477,PLT005,TRB006,2024-12-29 21:37:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,246,2024-12-30 01:43:00,OPR005
ALM001478,PLT005,TRB006,2024-06-25 14:50:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,291,2024-06-25 19:41:00,OPR003
ALM001479,PLT004,TRB005,2024-07-07 06:47:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,40,2024-07-07 07:27:00,OPR007
ALM001480,PLT004,GEN005,2024-05-29 07:19:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,432,2024-05-29 14:31:00,OPR005
ALM001481,PLT005,GEN006,2024-08-11 23:57:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,14,2024-08-12 00:11:00,OPR002
ALM001482,PLT001,GEN002,2024-02-15 13:09:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,123,2024-02-15 15:12:00,OPR001
ALM001483,PLT002,GEN003,2024-10-20 16:50:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,474,2024-10-21 00:44:00,OPR002
ALM001484,PLT002,TRB003,2024-03-06 22:31:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,77,2024-03-06 23:48:00,OPR012
ALM001485,PLT003,GEN004,2024-03-25 05:26:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,92,2024-03-25 06:58:00,OPR006
ALM001486,PLT003,GEN004,2024-03-01 10:56:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,403,2024-03-01 17:39:00,OPR003
ALM001487,PLT002,TRB003,2024-02-26 03:31:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,309,2024-02-26 08:40:00,OPR007
ALM001488,PLT005,GEN006,2024-06-02 11:53:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,32,2024-06-02 12:25:00,OPR012
ALM001489,PLT005,GEN006,2024-11-15 20:04:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,73,2024-11-15 21:17:00,OPR005
ALM001490,PLT005,GEN006,2024-10-13 01:44:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,1,2024-10-13 01:45:00,OPR002
ALM001491,PLT003,GEN004,2024-02-29 08:13:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,238,2024-02-29 12:11:00,OPR008
ALM001492,PLT001,TRB001,2024-04-20 16:37:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,83,2024-04-20 18:00:00,OPR012
ALM001493,PLT001,GEN001,2024-07-25 06:20:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,276,2024-07-25 10:56:00,OPR006
ALM001494,PLT002,TRB003,2024-01-27 03:31:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,437,2024-01-27 10:48:00,OPR010
ALM001495,PLT005,TRB006,2024-08-23 15:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,181,2024-08-23 18:03:00,OPR008
ALM001496,PLT004,TRB005,2024-07-10 06:14:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,112,2024-07-10 08:06:00,OPR011
ALM001497,PLT003,GEN004,2024-08-19 06:53:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,80,2024-08-19 08:13:00,OPR010
ALM001498,PLT003,GEN004,2024-03-03 04:46:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,264,2024-03-03 09:10:00,OPR009
ALM001499,PLT003,GEN004,2024-10-29 12:44:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,299,2024-10-29 17:43:00,OPR011
ALM001500,PLT002,TRB003,2024-09-12 23:11:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,220,2024-09-13 02:51:00,OPR010
ALM001501,PLT004,TRB005,2024-12-30 05:49:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,469,2024-12-30 13:38:00,OPR008
ALM001502,PLT005,TRB006,2024-05-03 06:41:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,367,2024-05-03 12:48:00,OPR004
ALM001503,PLT005,TRB006,2024-11-06 15:43:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,6,2024-11-06 15:49:00,OPR001
ALM001504,PLT004,TRB005,2024-06-25 11:35:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,10,2024-06-25 11:45:00,OPR010
ALM001505,PLT001,TRB002,2024-06-02 12:45:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,208,2024-06-02 16:13:00,OPR011
ALM001506,PLT003,TRB004,2024-09-23 18:29:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,177,2024-09-23 21:26:00,OPR004
ALM001507,PLT002,GEN003,2024-02-01 02:03:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,3,2024-02-01 02:06:00,OPR006
ALM001508,PLT004,TRB005,2024-12-20 13:47:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,294,2024-12-20 18:41:00,OPR010
ALM001509,PLT004,TRB005,2024-08-10 16:56:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,295,2024-08-10 21:51:00,OPR009
ALM001510,PLT005,GEN006,2024-03-07 14:29:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,174,2024-03-07 17:23:00,OPR005
ALM001511,PLT001,GEN001,2024-07-02 01:51:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,280,2024-07-02 06:31:00,OPR011
ALM001512,PLT002,GEN003,2024-01-02 06:25:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,411,2024-01-02 13:16:00,OPR003
ALM001513,PLT005,GEN006,2024-05-24 09:56:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,135,2024-05-24 12:11:00,OPR008
ALM001514,PLT005,TRB006,2024-01-04 18:10:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,381,2024-01-05 00:31:00,OPR007
ALM001515,PLT005,TRB006,2024-12-04 02:06:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,367,2024-12-04 08:13:00,OPR009
ALM001516,PLT003,GEN004,2024-04-15 19:40:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,473,2024-04-16 03:33:00,OPR012
ALM001517,PLT002,GEN003,2024-12-17 17:47:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,199,2024-12-17 21:06:00,OPR012
ALM001518,PLT003,TRB004,2024-12-04 20:08:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,165,2024-12-04 22:53:00,OPR007
ALM001519,PLT002,TRB003,2024-01-26 01:02:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,123,2024-01-26 03:05:00,OPR012
ALM001520,PLT005,TRB006,2024-08-19 08:57:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,58,2024-08-19 09:55:00,OPR003
ALM001521,PLT004,TRB005,2024-11-12 02:03:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,116,2024-11-12 03:59:00,OPR002
ALM001522,PLT002,TRB003,2024-12-07 20:09:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,306,2024-12-08 01:15:00,OPR012
ALM001523,PLT005,GEN006,2024-08-19 08:24:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,401,2024-08-19 15:05:00,OPR003
ALM001524,PLT002,GEN003,2024-05-25 01:31:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,7,2024-05-25 01:38:00,OPR004
ALM001525,PLT005,GEN006,2024-11-18 02:32:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,206,2024-11-18 05:58:00,OPR004
ALM001526,PLT003,GEN004,2024-06-09 09:50:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,243,2024-06-09 13:53:00,OPR001
ALM001527,PLT004,TRB005,2024-09-13 01:23:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,161,2024-09-13 04:04:00,OPR001
ALM001528,PLT004,TRB005,2024-10-29 16:39:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,306,2024-10-29 21:45:00,OPR008
ALM001529,PLT005,TRB006,2024-02-11 15:45:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,220,2024-02-11 19:25:00,OPR003
ALM001530,PLT001,GEN001,2024-04-29 02:17:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,166,2024-04-29 05:03:00,OPR011
ALM001531,PLT001,TRB002,2024-02-25 11:08:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,109,2024-02-25 12:57:00,OPR006
ALM001532,PLT002,GEN003,2024-04-02 04:02:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,285,2024-04-02 08:47:00,OPR011
ALM001533,PLT001,TRB002,2024-06-08 19:38:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,125,2024-06-08 21:43:00,OPR010
ALM001534,PLT001,TRB001,2024-02-19 02:08:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,264,2024-02-19 06:32:00,OPR005
ALM001535,PLT001,TRB001,2024-03-12 07:16:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,362,2024-03-12 13:18:00,OPR005
ALM001536,PLT004,GEN005,2024-11-19 22:40:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,399,2024-11-20 05:19:00,OPR010
ALM001537,PLT003,TRB004,2024-10-08 18:55:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,15,2024-10-08 19:10:00,OPR001
ALM001538,PLT005,TRB006,2024-09-18 02:51:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,13,2024-09-18 03:04:00,OPR006
ALM001539,PLT003,TRB004,2024-10-04 05:37:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,42,2024-10-04 06:19:00,OPR010
ALM001540,PLT004,TRB005,2024-10-22 22:04:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,307,2024-10-23 03:11:00,OPR009
ALM001541,PLT001,GEN002,2024-11-28 00:07:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,478,2024-11-28 08:05:00,OPR006
ALM001542,PLT005,TRB006,2024-08-17 00:49:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,232,2024-08-17 04:41:00,OPR005
ALM001543,PLT003,TRB004,2024-08-30 20:47:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,261,2024-08-31 01:08:00,OPR003
ALM001544,PLT001,GEN002,2024-10-11 18:07:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,147,2024-10-11 20:34:00,OPR006
ALM001545,PLT003,TRB004,2024-07-29 20:45:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,160,2024-07-29 23:25:00,OPR011
ALM001546,PLT002,TRB003,2024-05-23 08:26:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,157,2024-05-23 11:03:00,OPR003
ALM001547,PLT005,GEN006,2024-03-14 22:21:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,86,2024-03-14 23:47:00,OPR011
ALM001548,PLT005,TRB006,2024-03-10 22:03:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,404,2024-03-11 04:47:00,OPR011
ALM001549,PLT005,TRB006,2024-03-19 21:40:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,180,2024-03-20 00:40:00,OPR009
ALM001550,PLT003,TRB004,2024-11-22 19:36:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,48,2024-11-22 20:24:00,OPR004
ALM001551,PLT004,TRB005,2024-09-10 04:09:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,142,2024-09-10 06:31:00,OPR005
ALM001552,PLT001,GEN001,2024-04-23 06:11:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,8,2024-04-23 06:19:00,OPR009
ALM001553,PLT005,GEN006,2024-11-15 07:01:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,169,2024-11-15 09:50:00,OPR001
ALM001554,PLT004,GEN005,2024-09-28 22:20:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,79,2024-09-28 23:39:00,OPR006
ALM001555,PLT004,TRB005,2024-10-31 04:49:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,192,2024-10-31 08:01:00,OPR010
ALM001556,PLT005,GEN006,2024-05-15 00:48:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,14,2024-05-15 01:02:00,OPR001
ALM001557,PLT004,GEN005,2024-08-11 19:01:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,60,2024-08-11 20:01:00,OPR007
ALM001558,PLT003,GEN004,2024-04-30 23:28:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,6,2024-04-30 23:34:00,OPR002
ALM001559,PLT003,TRB004,2024-07-06 02:47:00,ALM006,GEN_HIGH_TEMP,Generator high temperature,WARNING,24,2024-07-06 03:11:00,OPR006
ALM001560,PLT001,GEN002,2024-06-17 15:54:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,265,2024-06-17 20:19:00,OPR007
ALM001561,PLT001,TRB002,2024-07-09 20:43:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,258,2024-07-10 01:01:00,OPR008
ALM001562,PLT004,GEN005,2024-07-20 19:03:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,457,2024-07-21 02:40:00,OPR010
ALM001563,PLT001,TRB001,2024-05-03 05:14:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,7,2024-05-03 05:21:00,OPR003
ALM001564,PLT003,TRB004,2024-09-25 13:13:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,20,2024-09-25 13:33:00,OPR008
ALM001565,PLT001,TRB001,2024-12-08 23:07:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,347,2024-12-09 04:54:00,OPR007
ALM001566,PLT005,GEN006,2024-05-05 07:42:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,369,2024-05-05 13:51:00,OPR003
ALM001567,PLT002,TRB003,2024-06-05 18:59:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,6,2024-06-05 19:05:00,OPR009
ALM001568,PLT004,GEN005,2024-09-09 01:20:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,283,2024-09-09 06:03:00,OPR001
ALM001569,PLT002,TRB003,2024-02-18 23:18:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,450,2024-02-19 06:48:00,OPR007
ALM001570,PLT001,TRB001,2024-11-13 19:22:00,ALM001,HIGH_EXHAUST_TEMP,High exhaust gas temperature,WARNING,265,2024-11-13 23:47:00,OPR008
ALM001571,PLT002,GEN003,2024-02-02 02:40:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,42,2024-02-02 03:22:00,OPR004
ALM001572,PLT005,GEN006,2024-01-06 06:52:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,463,2024-01-06 14:35:00,OPR002
ALM001573,PLT001,GEN001,2024-10-22 12:48:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,275,2024-10-22 17:23:00,OPR002
ALM001574,PLT003,GEN004,2024-01-05 14:58:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,367,2024-01-05 21:05:00,OPR007
ALM001575,PLT003,TRB004,2024-07-24 06:06:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,147,2024-07-24 08:33:00,OPR003
ALM001576,PLT003,TRB004,2024-11-20 04:16:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,369,2024-11-20 10:25:00,OPR005
ALM001577,PLT002,GEN003,2024-07-10 07:34:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,154,2024-07-10 10:08:00,OPR002
ALM001578,PLT001,TRB002,2024-01-16 19:30:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,162,2024-01-16 22:12:00,OPR003
ALM001579,PLT004,TRB005,2024-07-29 11:44:00,ALM007,COMM_FAILURE,SCADA communication failure,INFO,5,2024-07-29 11:49:00,OPR012
ALM001580,PLT002,TRB003,2024-04-24 20:45:00,ALM002,LOW_OIL_PRESSURE,Low lube oil pressure,CRITICAL,396,2024-04-25 03:21:00,OPR001
ALM001581,PLT005,GEN006,2024-08-13 15:18:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,33,2024-08-13 15:51:00,OPR011
ALM001582,PLT001,GEN001,2024-03-23 16:22:00,ALM003,HIGH_VIBRATION,Excessive turbine vibration,WARNING,68,2024-03-23 17:30:00,OPR003
ALM001583,PLT001,GEN001,2024-04-29 22:00:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,328,2024-04-30 03:28:00,OPR001
ALM001584,PLT004,TRB005,2024-01-31 10:01:00,ALM004,FUEL_FLOW_LOW,Gas fuel flow below threshold,WARNING,469,2024-01-31 17:50:00,OPR005
ALM001585,PLT004,TRB005,2024-09-07 06:19:00,ALM008,VOLTAGE_DEVIATION,Grid voltage deviation ±5%,WARNING,381,2024-09-07 12:40:00,OPR006
ALM001586,PLT004,TRB005,2024-08-05 21:20:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,76,2024-08-05 22:36:00,OPR012
ALM001587,PLT004,GEN005,2024-11-12 19:35:00,ALM005,OVERSPEED_TRIP,Turbine overspeed protection trip,CRITICAL,266,2024-11-13 00:01:00,OPR004
