reading_id,plant_id,reading_timestamp,mw_output,fuel_consumed_mscf,heat_rate_btu_kwh,load_factor_pct,frequency_hz,voltage_kv,status
RDG00009964,PLT004,2024-09-06 00:00:00,24.21,0.2367,9777.0,73.36,49.94,10.787,PARTIAL_LOAD
RDG00009965,PLT005,2024-09-06 00:00:00,24.6,0.2375,9654.0,76.88,50.04,11.204,PARTIAL_LOAD
RDG00009966,PLT001,2024-09-06 03:00:00,45.99,0.4444,9664.0,79.3,49.83,10.882,PARTIAL_LOAD
RDG00009967,PLT002,2024-09-06 03:00:00,23.24,0.2263,9738.0,74.98,49.94,11.216,PARTIAL_LOAD
RDG00009968,PLT003,2024-09-06 03:00:00,19.81,0.1845,9312.0,77.68,49.95,11.12,PARTIAL_LOAD
RDG00009969,PLT004,2024-09-06 03:00:00,25.86,0.2527,9770.0,78.36,49.99,11.187,PARTIAL_LOAD
RDG00009970,PLT005,2024-09-06 03:00:00,26.59,0.2575,9683.0,83.09,50.03,11.053,PARTIAL_LOAD
RDG00009971,PLT001,2024-09-06 06:00:00,54.17,0.5108,9430.0,93.4,49.97,11.086,PARTIAL_LOAD
RDG00009972,PLT002,2024-09-06 06:00:00,27.04,0.2656,9823.0,87.23,49.96,11.113,PARTIAL_LOAD
RDG00009973,PLT003,2024-09-06 06:00:00,22.79,0.2225,9761.0,89.37,49.94,10.896,PARTIAL_LOAD
RDG00009974,PLT004,2024-09-06 06:00:00,29.34,0.2872,9788.0,88.91,49.98,10.906,PARTIAL_LOAD
RDG00009975,PLT005,2024-09-06 06:00:00,27.12,0.2615,9641.0,84.75,50.06,11.197,PARTIAL_LOAD
RDG00009976,PLT001,2024-09-06 09:00:00,58.0,0.561,9672.0,100.0,49.87,11.013,FULL_LOAD
RDG00009977,PLT002,2024-09-06 09:00:00,28.18,0.2673,9487.0,90.9,50.16,11.064,PARTIAL_LOAD
RDG00009978,PLT003,2024-09-06 09:00:00,24.53,0.2301,9380.0,96.19,50.12,11.075,FULL_LOAD
RDG00009979,PLT004,2024-09-06 09:00:00,31.83,0.2982,9368.0,96.44,50.05,11.078,FULL_LOAD
RDG00009980,PLT005,2024-09-06 09:00:00,30.89,0.2889,9351.0,96.53,50.02,11.247,FULL_LOAD
RDG00009981,PLT001,2024-09-06 12:00:00,56.68,0.5349,9437.0,97.73,49.99,11.053,FULL_LOAD
RDG00009982,PLT002,2024-09-06 12:00:00,30.68,0.2915,9501.0,98.96,50.06,10.982,FULL_LOAD
RDG00009983,PLT003,2024-09-06 12:00:00,25.5,0.24,9410.0,100.0,50.06,11.244,FULL_LOAD
RDG00009984,PLT004,2024-09-06 12:00:00,31.45,0.2944,9362.0,95.3,49.88,10.958,FULL_LOAD
RDG00009985,PLT005,2024-09-06 12:00:00,30.96,0.285,9205.0,96.74,50.0,11.035,FULL_LOAD
RDG00009986,PLT001,2024-09-06 15:00:00,54.65,0.526,9624.0,94.22,50.05,11.014,PARTIAL_LOAD
RDG00009987,PLT002,2024-09-06 15:00:00,30.69,0.3001,9777.0,99.01,50.04,11.033,FULL_LOAD
RDG00009988,PLT003,2024-09-06 15:00:00,24.96,0.2306,9237.0,97.87,49.97,11.484,FULL_LOAD
RDG00009989,PLT004,2024-09-06 15:00:00,31.95,0.3054,9559.0,96.83,50.01,11.028,FULL_LOAD
RDG00009990,PLT005,2024-09-06 15:00:00,0.0,0.0,0.0,0.0,49.91,10.921,OFFLINE
RDG00009991,PLT001,2024-09-06 18:00:00,48.75,0.4598,9431.0,84.06,50.1,11.37,PARTIAL_LOAD
RDG00009992,PLT002,2024-09-06 18:00:00,27.59,0.2607,9448.0,89.0,50.06,10.977,PARTIAL_LOAD
RDG00009993,PLT003,2024-09-06 18:00:00,22.63,0.2114,9343.0,88.75,50.04,10.905,PARTIAL_LOAD
RDG00009994,PLT004,2024-09-06 18:00:00,29.91,0.2858,9555.0,90.64,50.05,10.824,PARTIAL_LOAD
RDG00009995,PLT005,2024-09-06 18:00:00,27.59,0.2572,9324.0,86.22,50.07,11.096,PARTIAL_LOAD
RDG00009996,PLT001,2024-09-06 21:00:00,48.69,0.4707,9667.0,83.95,49.97,11.048,PARTIAL_LOAD
RDG00009997,PLT002,2024-09-06 21:00:00,26.07,0.2322,8908.0,84.09,50.01,10.97,PARTIAL_LOAD
RDG00009998,PLT003,2024-09-06 21:00:00,20.24,0.1942,9594.0,79.38,49.92,10.933,PARTIAL_LOAD
RDG00009999,PLT004,2024-09-06 21:00:00,25.94,0.2514,9693.0,78.62,50.08,11.073,PARTIAL_LOAD
RDG00010000,PLT005,2024-09-06 21:00:00,26.46,0.2466,9321.0,82.68,49.9,11.271,PARTIAL_LOAD
RDG00010001,PLT001,2024-09-07 00:00:00,46.54,0.4405,9466.0,80.25,49.82,10.983,PARTIAL_LOAD
RDG00010002,PLT002,2024-09-07 00:00:00,24.29,0.2258,9296.0,78.37,50.0,10.982,PARTIAL_LOAD
RDG00010003,PLT003,2024-09-07 00:00:00,18.94,0.1751,9243.0,74.28,50.22,10.661,PARTIAL_LOAD
RDG00010004,PLT004,2024-09-07 00:00:00,25.33,0.2334,9213.0,76.75,50.1,11.082,PARTIAL_LOAD
RDG00010005,PLT005,2024-09-07 00:00:00,24.49,0.2302,9399.0,76.54,50.01,10.925,PARTIAL_LOAD
RDG00010006,PLT001,2024-09-07 03:00:00,46.87,0.4403,9395.0,80.82,50.04,11.12,PARTIAL_LOAD
RDG00010007,PLT002,2024-09-07 03:00:00,24.64,0.2336,9481.0,79.48,49.97,10.795,PARTIAL_LOAD
RDG00010008,PLT003,2024-09-07 03:00:00,21.57,0.2096,9718.0,84.58,50.08,11.083,PARTIAL_LOAD
RDG00010009,PLT004,2024-09-07 03:00:00,26.91,0.2564,9528.0,81.53,50.05,10.9,PARTIAL_LOAD
RDG00010010,PLT005,2024-09-07 03:00:00,25.81,0.251,9724.0,80.65,50.01,10.972,PARTIAL_LOAD
RDG00010011,PLT001,2024-09-07 06:00:00,50.98,0.4992,9793.0,87.89,50.14,10.973,PARTIAL_LOAD
RDG00010012,PLT002,2024-09-07 06:00:00,27.88,0.2616,9382.0,89.92,49.96,11.107,PARTIAL_LOAD
RDG00010013,PLT003,2024-09-07 06:00:00,22.06,0.2126,9637.0,86.51,49.75,10.828,PARTIAL_LOAD
RDG00010014,PLT004,2024-09-07 06:00:00,28.24,0.2744,9715.0,85.57,49.81,10.856,PARTIAL_LOAD
RDG00010015,PLT005,2024-09-07 06:00:00,30.0,0.2863,9543.0,93.76,49.96,10.901,PARTIAL_LOAD
RDG00010016,PLT001,2024-09-07 09:00:00,54.33,0.5026,9251.0,93.66,49.95,11.204,PARTIAL_LOAD
RDG00010017,PLT002,2024-09-07 09:00:00,29.02,0.2827,9741.0,93.6,50.0,10.855,PARTIAL_LOAD
RDG00010018,PLT003,2024-09-07 09:00:00,24.62,0.2294,9316.0,96.55,50.11,10.882,FULL_LOAD
RDG00010019,PLT004,2024-09-07 09:00:00,32.36,0.2929,9051.0,98.07,50.07,10.606,FULL_LOAD
RDG00010020,PLT005,2024-09-07 09:00:00,30.81,0.2838,9212.0,96.29,49.86,11.141,FULL_LOAD
RDG00010021,PLT001,2024-09-07 12:00:00,54.14,0.5158,9527.0,93.35,49.96,10.925,PARTIAL_LOAD
RDG00010022,PLT002,2024-09-07 12:00:00,31.0,0.2936,9470.0,100.0,50.01,10.829,FULL_LOAD
RDG00010023,PLT003,2024-09-07 12:00:00,24.9,0.2362,9485.0,97.66,49.93,11.157,FULL_LOAD
RDG00010024,PLT004,2024-09-07 12:00:00,32.76,0.3133,9564.0,99.27,50.11,11.061,FULL_LOAD
RDG00010025,PLT005,2024-09-07 12:00:00,30.38,0.2866,9433.0,94.95,49.94,10.813,PARTIAL_LOAD
RDG00010026,PLT001,2024-09-07 15:00:00,55.09,0.5199,9437.0,94.98,50.04,11.065,PARTIAL_LOAD
RDG00010027,PLT002,2024-09-07 15:00:00,30.65,0.2984,9737.0,98.86,50.06,11.315,FULL_LOAD
RDG00010028,PLT003,2024-09-07 15:00:00,23.81,0.2226,9350.0,93.36,50.11,11.001,PARTIAL_LOAD
RDG00010029,PLT004,2024-09-07 15:00:00,30.63,0.2861,9342.0,92.82,49.93,11.148,PARTIAL_LOAD
RDG00010030,PLT005,2024-09-07 15:00:00,30.76,0.2887,9385.0,96.13,49.94,11.039,FULL_LOAD
RDG00010031,PLT001,2024-09-07 18:00:00,50.29,0.4713,9371.0,86.7,49.82,11.085,PARTIAL_LOAD
RDG00010032,PLT002,2024-09-07 18:00:00,28.67,0.2727,9510.0,92.47,50.03,10.934,PARTIAL_LOAD
RDG00010033,PLT003,2024-09-07 18:00:00,22.83,0.2244,9830.0,89.53,49.98,10.963,PARTIAL_LOAD
RDG00010034,PLT004,2024-09-07 18:00:00,30.03,0.2956,9844.0,91.01,50.18,11.076,PARTIAL_LOAD
RDG00010035,PLT005,2024-09-07 18:00:00,28.82,0.2695,9352.0,90.06,50.11,11.018,PARTIAL_LOAD
RDG00010036,PLT001,2024-09-07 21:00:00,44.07,0.4145,9405.0,75.98,49.95,11.078,PARTIAL_LOAD
RDG00010037,PLT002,2024-09-07 21:00:00,25.14,0.2343,9318.0,81.1,49.91,10.994,PARTIAL_LOAD
RDG00010038,PLT003,2024-09-07 21:00:00,19.02,0.1855,9751.0,74.6,49.9,10.943,PARTIAL_LOAD
RDG00010039,PLT004,2024-09-07 21:00:00,26.87,0.2577,9589.0,81.43,49.78,10.907,PARTIAL_LOAD
RDG00010040,PLT005,2024-09-07 21:00:00,25.97,0.2518,9694.0,81.17,50.04,11.055,PARTIAL_LOAD
RDG00010041,PLT001,2024-09-08 00:00:00,44.07,0.399,9053.0,75.99,49.92,11.137,PARTIAL_LOAD
RDG00010042,PLT002,2024-09-08 00:00:00,24.19,0.2251,9305.0,78.03,49.88,10.846,PARTIAL_LOAD
RDG00010043,PLT003,2024-09-08 00:00:00,20.0,0.1921,9603.0,78.42,50.01,10.81,PARTIAL_LOAD
RDG00010044,PLT004,2024-09-08 00:00:00,0.0,0.0,0.0,0.0,49.97,10.698,OFFLINE
RDG00010045,PLT005,2024-09-08 00:00:00,24.82,0.2326,9370.0,77.55,49.8,11.064,PARTIAL_LOAD
RDG00010046,PLT001,2024-09-08 03:00:00,45.55,0.4379,9614.0,78.54,49.86,11.292,PARTIAL_LOAD
RDG00010047,PLT002,2024-09-08 03:00:00,23.73,0.2272,9576.0,76.56,50.03,10.631,PARTIAL_LOAD
RDG00010048,PLT003,2024-09-08 03:00:00,20.08,0.1888,9401.0,78.73,50.19,11.173,PARTIAL_LOAD
RDG00010049,PLT004,2024-09-08 03:00:00,27.32,0.263,9628.0,82.78,49.95,10.955,PARTIAL_LOAD
RDG00010050,PLT005,2024-09-08 03:00:00,25.07,0.2329,9289.0,78.33,50.02,10.849,PARTIAL_LOAD
RDG00010051,PLT001,2024-09-08 06:00:00,52.52,0.5031,9579.0,90.56,50.05,10.933,PARTIAL_LOAD
RDG00010052,PLT002,2024-09-08 06:00:00,27.41,0.2604,9500.0,88.42,49.97,10.951,PARTIAL_LOAD
RDG00010053,PLT003,2024-09-08 06:00:00,23.13,0.2189,9464.0,90.7,49.95,11.161,PARTIAL_LOAD
RDG00010054,PLT004,2024-09-08 06:00:00,28.9,0.285,9862.0,87.58,49.98,10.983,PARTIAL_LOAD
RDG00010055,PLT005,2024-09-08 06:00:00,27.58,0.2648,9601.0,86.18,50.02,10.975,PARTIAL_LOAD
RDG00010056,PLT001,2024-09-08 09:00:00,56.19,0.5386,9585.0,96.88,49.99,11.129,FULL_LOAD
RDG00010057,PLT002,2024-09-08 09:00:00,29.43,0.2776,9431.0,94.93,49.94,11.115,PARTIAL_LOAD
RDG00010058,PLT003,2024-09-08 09:00:00,22.42,0.2182,9733.0,87.93,50.07,10.847,PARTIAL_LOAD
RDG00010059,PLT004,2024-09-08 09:00:00,30.42,0.2911,9569.0,92.18,50.02,11.3,PARTIAL_LOAD
RDG00010060,PLT005,2024-09-08 09:00:00,32.0,0.304,9500.0,100.0,49.99,11.056,FULL_LOAD
RDG00010061,PLT001,2024-09-08 12:00:00,54.52,0.5188,9516.0,94.01,50.03,11.06,PARTIAL_LOAD
RDG00010062,PLT002,2024-09-08 12:00:00,29.47,0.2938,9970.0,95.06,50.07,10.976,FULL_LOAD
RDG00010063,PLT003,2024-09-08 12:00:00,24.63,0.2257,9162.0,96.58,50.0,10.808,FULL_LOAD
RDG00010064,PLT004,2024-09-08 12:00:00,28.93,0.2819,9743.0,87.65,50.06,11.281,PARTIAL_LOAD
RDG00010065,PLT005,2024-09-08 12:00:00,32.0,0.3024,9451.0,100.0,50.02,10.894,FULL_LOAD
RDG00010066,PLT001,2024-09-08 15:00:00,57.33,0.5261,9177.0,98.85,49.9,11.149,FULL_LOAD
RDG00010067,PLT002,2024-09-08 15:00:00,28.79,0.2728,9477.0,92.86,50.02,10.807,PARTIAL_LOAD
RDG00010068,PLT003,2024-09-08 15:00:00,23.93,0.2261,9450.0,93.86,49.94,10.773,PARTIAL_LOAD
RDG00010069,PLT004,2024-09-08 15:00:00,31.76,0.3081,9700.0,96.26,49.81,10.999,FULL_LOAD
RDG00010070,PLT005,2024-09-08 15:00:00,30.3,0.289,9538.0,94.69,50.08,10.815,PARTIAL_LOAD
RDG00010071,PLT001,2024-09-08 18:00:00,50.65,0.4463,8812.0,87.32,50.02,10.804,PARTIAL_LOAD
RDG00010072,PLT002,2024-09-08 18:00:00,26.41,0.2418,9154.0,85.2,50.04,10.959,PARTIAL_LOAD
RDG00010073,PLT003,2024-09-08 18:00:00,22.93,0.2156,9401.0,89.91,49.97,10.895,PARTIAL_LOAD
RDG00010074,PLT004,2024-09-08 18:00:00,28.73,0.2834,9865.0,87.06,50.09,11.018,PARTIAL_LOAD
RDG00010075,PLT005,2024-09-08 18:00:00,27.29,0.2524,9247.0,85.28,50.04,10.871,PARTIAL_LOAD
RDG00010076,PLT001,2024-09-08 21:00:00,43.75,0.4177,9547.0,75.43,50.01,10.774,PARTIAL_LOAD
RDG00010077,PLT002,2024-09-08 21:00:00,25.01,0.2365,9457.0,80.67,49.95,11.049,PARTIAL_LOAD
RDG00010078,PLT003,2024-09-08 21:00:00,21.02,0.1993,9483.0,82.43,50.08,10.889,PARTIAL_LOAD
RDG00010079,PLT004,2024-09-08 21:00:00,26.34,0.2534,9619.0,79.83,49.83,10.822,PARTIAL_LOAD
RDG00010080,PLT005,2024-09-08 21:00:00,25.64,0.2379,9280.0,80.11,50.09,11.09,PARTIAL_LOAD
RDG00010081,PLT001,2024-09-09 00:00:00,44.16,0.4256,9637.0,76.14,50.04,11.106,PARTIAL_LOAD
RDG00010082,PLT002,2024-09-09 00:00:00,24.78,0.2353,9496.0,79.94,49.96,11.161,PARTIAL_LOAD
RDG00010083,PLT003,2024-09-09 00:00:00,20.79,0.1989,9567.0,81.53,50.17,11.094,PARTIAL_LOAD
RDG00010084,PLT004,2024-09-09 00:00:00,26.11,0.2395,9173.0,79.12,50.06,10.961,PARTIAL_LOAD
RDG00010085,PLT005,2024-09-09 00:00:00,24.55,0.2348,9565.0,76.73,50.13,10.937,PARTIAL_LOAD
RDG00010086,PLT001,2024-09-09 03:00:00,48.43,0.4565,9427.0,83.5,49.96,10.901,PARTIAL_LOAD
RDG00010087,PLT002,2024-09-09 03:00:00,26.13,0.2491,9532.0,84.29,50.06,11.272,PARTIAL_LOAD
RDG00010088,PLT003,2024-09-09 03:00:00,20.32,0.1855,9130.0,79.67,50.07,11.072,PARTIAL_LOAD
RDG00010089,PLT004,2024-09-09 03:00:00,29.03,0.2745,9455.0,87.98,50.01,11.124,PARTIAL_LOAD
RDG00010090,PLT005,2024-09-09 03:00:00,24.84,0.232,9338.0,77.64,50.06,11.163,PARTIAL_LOAD
RDG00010091,PLT001,2024-09-09 06:00:00,51.66,0.5034,9744.0,89.08,49.96,11.026,PARTIAL_LOAD
RDG00010092,PLT002,2024-09-09 06:00:00,26.92,0.2473,9187.0,86.83,49.81,10.916,PARTIAL_LOAD
RDG00010093,PLT003,2024-09-09 06:00:00,22.3,0.2101,9423.0,87.47,49.98,11.056,PARTIAL_LOAD
RDG00010094,PLT004,2024-09-09 06:00:00,28.47,0.2678,9407.0,86.26,50.1,10.908,PARTIAL_LOAD
RDG00010095,PLT005,2024-09-09 06:00:00,27.59,0.2617,9487.0,86.23,50.01,11.174,PARTIAL_LOAD
RDG00010096,PLT001,2024-09-09 09:00:00,55.62,0.5249,9437.0,95.89,49.93,11.265,FULL_LOAD
RDG00010097,PLT002,2024-09-09 09:00:00,31.0,0.2956,9535.0,100.0,49.86,11.09,FULL_LOAD
RDG00010098,PLT003,2024-09-09 09:00:00,24.97,0.2375,9510.0,97.93,49.77,10.861,FULL_LOAD
RDG00010099,PLT004,2024-09-09 09:00:00,29.57,0.2818,9530.0,89.62,50.12,11.231,PARTIAL_LOAD
RDG00010100,PLT005,2024-09-09 09:00:00,31.86,0.2943,9238.0,99.58,50.15,11.062,FULL_LOAD
RDG00010101,PLT001,2024-09-09 12:00:00,56.78,0.5376,9468.0,97.89,50.13,10.88,FULL_LOAD
RDG00010102,PLT002,2024-09-09 12:00:00,31.0,0.2939,9480.0,100.0,50.17,11.004,FULL_LOAD
RDG00010103,PLT003,2024-09-09 12:00:00,25.5,0.242,9492.0,100.0,50.01,11.059,FULL_LOAD
RDG00010104,PLT004,2024-09-09 12:00:00,32.73,0.3035,9274.0,99.18,49.9,10.623,FULL_LOAD
RDG00010105,PLT005,2024-09-09 12:00:00,31.04,0.2969,9566.0,96.99,50.02,11.374,FULL_LOAD
RDG00010106,PLT001,2024-09-09 15:00:00,54.37,0.5169,9508.0,93.74,50.13,10.765,PARTIAL_LOAD
RDG00010107,PLT002,2024-09-09 15:00:00,29.28,0.2751,9395.0,94.47,49.98,11.076,PARTIAL_LOAD
RDG00010108,PLT003,2024-09-09 15:00:00,24.04,0.2262,9408.0,94.27,49.78,11.196,PARTIAL_LOAD
RDG00010109,PLT004,2024-09-09 15:00:00,30.11,0.293,9731.0,91.26,49.93,11.258,PARTIAL_LOAD
RDG00010110,PLT005,2024-09-09 15:00:00,30.91,0.2874,9298.0,96.59,50.07,10.971,FULL_LOAD
RDG00010111,PLT001,2024-09-09 18:00:00,50.07,0.4728,9442.0,86.33,49.89,11.322,PARTIAL_LOAD
RDG00010112,PLT002,2024-09-09 18:00:00,28.07,0.253,9013.0,90.56,49.83,10.895,PARTIAL_LOAD
RDG00010113,PLT003,2024-09-09 18:00:00,22.5,0.212,9421.0,88.25,50.14,11.088,PARTIAL_LOAD
RDG00010114,PLT004,2024-09-09 18:00:00,30.39,0.2804,9228.0,92.08,49.91,11.066,PARTIAL_LOAD
RDG00010115,PLT005,2024-09-09 18:00:00,28.68,0.2735,9538.0,89.63,50.05,10.94,PARTIAL_LOAD
RDG00010116,PLT001,2024-09-09 21:00:00,48.07,0.4499,9359.0,82.88,50.03,10.904,PARTIAL_LOAD
RDG00010117,PLT002,2024-09-09 21:00:00,25.37,0.2365,9324.0,81.84,50.01,10.886,PARTIAL_LOAD
RDG00010118,PLT003,2024-09-09 21:00:00,20.89,0.2028,9706.0,81.92,50.06,11.024,PARTIAL_LOAD
RDG00010119,PLT004,2024-09-09 21:00:00,27.06,0.2612,9651.0,82.0,49.95,11.223,PARTIAL_LOAD
RDG00010120,PLT005,2024-09-09 21:00:00,25.49,0.2458,9642.0,79.64,49.94,10.954,PARTIAL_LOAD
RDG00010121,PLT001,2024-09-10 00:00:00,46.37,0.4486,9674.0,79.95,49.78,10.974,PARTIAL_LOAD
RDG00010122,PLT002,2024-09-10 00:00:00,22.16,0.2068,9332.0,71.49,49.97,11.06,PARTIAL_LOAD
RDG00010123,PLT003,2024-09-10 00:00:00,19.3,0.1857,9620.0,75.67,49.88,11.007,PARTIAL_LOAD
RDG00010124,PLT004,2024-09-10 00:00:00,25.58,0.2464,9631.0,77.52,49.85,11.083,PARTIAL_LOAD
RDG00010125,PLT005,2024-09-10 00:00:00,25.15,0.2301,9151.0,78.59,50.0,10.662,PARTIAL_LOAD
RDG00010126,PLT001,2024-09-10 03:00:00,44.89,0.431,9601.0,77.39,49.82,10.872,PARTIAL_LOAD
RDG00010127,PLT002,2024-09-10 03:00:00,24.2,0.2259,9335.0,78.06,50.06,10.977,PARTIAL_LOAD
RDG00010128,PLT003,2024-09-10 03:00:00,20.57,0.1929,9377.0,80.69,49.93,11.037,PARTIAL_LOAD
RDG00010129,PLT004,2024-09-10 03:00:00,24.65,0.2273,9221.0,74.7,50.21,10.996,PARTIAL_LOAD
RDG00010130,PLT005,2024-09-10 03:00:00,25.65,0.2478,9659.0,80.17,50.32,11.092,PARTIAL_LOAD
RDG00010131,PLT001,2024-09-10 06:00:00,51.85,0.5086,9810.0,89.39,50.11,11.1,PARTIAL_LOAD
RDG00010132,PLT002,2024-09-10 06:00:00,27.0,0.2534,9385.0,87.1,50.01,11.2,PARTIAL_LOAD
RDG00010133,PLT003,2024-09-10 06:00:00,21.81,0.2188,10034.0,85.54,50.08,11.162,PARTIAL_LOAD
RDG00010134,PLT004,2024-09-10 06:00:00,28.12,0.2703,9613.0,85.21,50.13,11.005,PARTIAL_LOAD
RDG00010135,PLT005,2024-09-10 06:00:00,28.07,0.2499,8902.0,87.73,49.86,10.87,PARTIAL_LOAD
RDG00010136,PLT001,2024-09-10 09:00:00,54.02,0.5087,9417.0,93.13,50.0,11.162,PARTIAL_LOAD
RDG00010137,PLT002,2024-09-10 09:00:00,29.01,0.2848,9819.0,93.57,49.94,11.14,PARTIAL_LOAD
RDG00010138,PLT003,2024-09-10 09:00:00,24.35,0.2343,9624.0,95.51,49.94,11.008,FULL_LOAD
RDG00010139,PLT004,2024-09-10 09:00:00,30.17,0.2829,9378.0,91.43,50.16,10.93,PARTIAL_LOAD
RDG00010140,PLT005,2024-09-10 09:00:00,0.0,0.0,0.0,0.0,49.83,10.981,OFFLINE
RDG00010141,PLT001,2024-09-10 12:00:00,57.25,0.5314,9282.0,98.7,50.01,10.71,FULL_LOAD
RDG00010142,PLT002,2024-09-10 12:00:00,31.0,0.299,9645.0,100.0,49.95,10.953,FULL_LOAD
RDG00010143,PLT003,2024-09-10 12:00:00,23.49,0.2172,9246.0,92.11,49.91,10.854,PARTIAL_LOAD
RDG00010144,PLT004,2024-09-10 12:00:00,31.65,0.2961,9354.0,95.91,49.96,10.886,FULL_LOAD
RDG00010145,PLT005,2024-09-10 12:00:00,30.39,0.2896,9528.0,94.98,50.14,11.015,PARTIAL_LOAD
RDG00010146,PLT001,2024-09-10 15:00:00,57.42,0.5434,9463.0,98.99,49.97,10.947,FULL_LOAD
RDG00010147,PLT002,2024-09-10 15:00:00,30.12,0.2893,9604.0,97.16,49.85,10.882,FULL_LOAD
RDG00010148,PLT003,2024-09-10 15:00:00,24.74,0.2324,9392.0,97.03,50.09,10.95,FULL_LOAD
RDG00010149,PLT004,2024-09-10 15:00:00,31.85,0.2962,9301.0,96.51,49.91,11.223,FULL_LOAD
RDG00010150,PLT005,2024-09-10 15:00:00,30.24,0.2934,9701.0,94.5,50.12,10.956,PARTIAL_LOAD
RDG00010151,PLT001,2024-09-10 18:00:00,51.59,0.4839,9380.0,88.95,49.95,11.076,PARTIAL_LOAD
RDG00010152,PLT002,2024-09-10 18:00:00,29.7,0.2892,9737.0,95.81,50.17,10.928,FULL_LOAD
RDG00010153,PLT003,2024-09-10 18:00:00,21.49,0.2099,9768.0,84.28,50.02,11.044,PARTIAL_LOAD
RDG00010154,PLT004,2024-09-10 18:00:00,27.99,0.2661,9508.0,84.82,49.94,11.005,PARTIAL_LOAD
RDG00010155,PLT005,2024-09-10 18:00:00,27.56,0.2641,9583.0,86.11,50.03,11.127,PARTIAL_LOAD
RDG00010156,PLT001,2024-09-10 21:00:00,50.33,0.4794,9525.0,86.78,49.9,10.773,PARTIAL_LOAD
RDG00010157,PLT002,2024-09-10 21:00:00,24.5,0.2316,9453.0,79.03,49.98,11.221,PARTIAL_LOAD
RDG00010158,PLT003,2024-09-10 21:00:00,20.92,0.1994,9533.0,82.02,50.0,10.954,PARTIAL_LOAD
RDG00010159,PLT004,2024-09-10 21:00:00,27.65,0.2657,9608.0,83.8,49.99,11.192,PARTIAL_LOAD
RDG00010160,PLT005,2024-09-10 21:00:00,27.36,0.2597,9491.0,85.5,50.11,11.114,PARTIAL_LOAD
RDG00010161,PLT001,2024-09-11 00:00:00,46.6,0.4247,9114.0,80.35,49.94,11.0,PARTIAL_LOAD
RDG00010162,PLT002,2024-09-11 00:00:00,24.83,0.2375,9564.0,80.11,49.92,10.972,PARTIAL_LOAD
RDG00010163,PLT003,2024-09-11 00:00:00,20.13,0.1847,9173.0,78.92,50.12,11.028,PARTIAL_LOAD
RDG00010164,PLT004,2024-09-11 00:00:00,24.79,0.2327,9387.0,75.12,49.95,11.09,PARTIAL_LOAD
RDG00010165,PLT005,2024-09-11 00:00:00,25.48,0.2494,9788.0,79.62,49.98,11.223,PARTIAL_LOAD
RDG00010166,PLT001,2024-09-11 03:00:00,46.67,0.4404,9436.0,80.47,49.97,10.949,PARTIAL_LOAD
RDG00010167,PLT002,2024-09-11 03:00:00,24.4,0.2397,9823.0,78.71,49.89,11.114,PARTIAL_LOAD
RDG00010168,PLT003,2024-09-11 03:00:00,21.67,0.2122,9793.0,84.97,49.96,10.815,PARTIAL_LOAD
RDG00010169,PLT004,2024-09-11 03:00:00,27.73,0.2713,9782.0,84.04,49.95,10.772,PARTIAL_LOAD
RDG00010170,PLT005,2024-09-11 03:00:00,24.88,0.2356,9469.0,77.74,50.17,10.754,PARTIAL_LOAD
RDG00010171,PLT001,2024-09-11 06:00:00,51.23,0.5058,9874.0,88.32,49.99,10.861,PARTIAL_LOAD
RDG00010172,PLT002,2024-09-11 06:00:00,25.33,0.2346,9261.0,81.7,50.06,11.027,PARTIAL_LOAD
RDG00010173,PLT003,2024-09-11 06:00:00,22.56,0.2138,9475.0,88.48,49.66,10.956,PARTIAL_LOAD
RDG00010174,PLT004,2024-09-11 06:00:00,27.54,0.2686,9753.0,83.46,50.12,10.948,PARTIAL_LOAD
RDG00010175,PLT005,2024-09-11 06:00:00,27.76,0.2764,9958.0,86.76,49.9,10.983,PARTIAL_LOAD
RDG00010176,PLT001,2024-09-11 09:00:00,56.29,0.5429,9644.0,97.05,49.98,10.882,FULL_LOAD
RDG00010177,PLT002,2024-09-11 09:00:00,29.83,0.2817,9442.0,96.22,50.13,10.816,FULL_LOAD
RDG00010178,PLT003,2024-09-11 09:00:00,23.99,0.2283,9518.0,94.1,49.96,11.123,PARTIAL_LOAD
RDG00010179,PLT004,2024-09-11 09:00:00,32.48,0.3029,9327.0,98.44,50.01,10.982,FULL_LOAD
RDG00010180,PLT005,2024-09-11 09:00:00,30.43,0.2878,9459.0,95.11,50.02,10.925,FULL_LOAD
RDG00010181,PLT001,2024-09-11 12:00:00,56.44,0.5304,9397.0,97.31,50.15,11.023,FULL_LOAD
RDG00010182,PLT002,2024-09-11 12:00:00,0.0,0.0,0.0,0.0,50.1,10.843,OFFLINE
RDG00010183,PLT003,2024-09-11 12:00:00,24.05,0.2249,9353.0,94.3,49.93,10.932,PARTIAL_LOAD
RDG00010184,PLT004,2024-09-11 12:00:00,31.85,0.3119,9792.0,96.52,50.2,11.131,FULL_LOAD
RDG00010185,PLT005,2024-09-11 12:00:00,32.0,0.3009,9403.0,100.0,49.95,11.265,FULL_LOAD
RDG00010186,PLT001,2024-09-11 15:00:00,54.17,0.5181,9564.0,93.4,49.79,10.982,PARTIAL_LOAD
RDG00010187,PLT002,2024-09-11 15:00:00,28.95,0.2781,9606.0,93.4,50.07,11.037,PARTIAL_LOAD
