delivery_id,plant_id,delivery_date,fuel_type,volume_mscf,unit_cost_usd_mscf,total_cost_usd,supplier,pipeline_segment
FUL00705,PLT005,2024-10-07,Natural Gas,826.3,4.2123,3480.62,Ghana National Gas Company,Prestea RMS
FUL00706,PLT001,2024-10-09,Natural Gas,1187.1,3.9149,4647.33,Ghana National Gas Company,Prestea RMS
FUL00707,PLT002,2024-10-09,Natural Gas,1486.78,4.2918,6381.03,Ghana National Gas Company,Takoradi RMS
FUL00708,PLT003,2024-10-09,Natural Gas,1184.9,4.1333,4897.49,Ghana National Gas Company,Prestea RMS
FUL00709,PLT004,2024-10-09,Natural Gas,1862.99,3.8685,7206.96,Ghana National Gas Company,Takoradi RMS
FUL00710,PLT005,2024-10-09,Natural Gas,2359.45,3.8541,9093.66,Ghana National Gas Company,Prestea RMS
FUL00711,PLT001,2024-10-11,Natural Gas,1641.7,4.2059,6904.76,Ghana National Gas Company,Prestea RMS
FUL00712,PLT002,2024-10-11,Natural Gas,2381.33,4.2433,10104.75,Ghana National Gas Company,Takoradi RMS
FUL00713,PLT003,2024-10-11,Natural Gas,1424.73,4.1761,5949.83,Ghana National Gas Company,Prestea RMS
FUL00714,PLT004,2024-10-11,Natural Gas,1817.07,4.5848,8330.96,Ghana National Gas Company,Takoradi RMS
FUL00715,PLT005,2024-10-11,Natural Gas,1205.84,3.813,4597.86,Ghana National Gas Company,Prestea RMS
FUL00716,PLT001,2024-10-13,Natural Gas,2061.63,4.0758,8402.88,Ghana National Gas Company,Prestea RMS
FUL00717,PLT002,2024-10-13,Natural Gas,1972.71,4.3026,8487.79,Ghana National Gas Company,Takoradi RMS
FUL00718,PLT003,2024-10-13,Natural Gas,2034.4,4.3881,8927.25,Ghana National Gas Company,Prestea RMS
FUL00719,PLT004,2024-10-13,Natural Gas,1332.03,3.8355,5108.96,Ghana National Gas Company,Takoradi RMS
FUL00720,PLT005,2024-10-13,Natural Gas,1673.62,4.4508,7448.96,Ghana National Gas Company,Prestea RMS
FUL00721,PLT001,2024-10-15,Natural Gas,1080.14,4.4233,4777.8,Ghana National Gas Company,Prestea RMS
FUL00722,PLT002,2024-10-15,Natural Gas,1543.4,4.3563,6723.53,Ghana National Gas Company,Takoradi RMS
FUL00723,PLT003,2024-10-15,Natural Gas,1810.78,4.4492,8056.52,Ghana National Gas Company,Prestea RMS
FUL00724,PLT004,2024-10-15,Natural Gas,900.96,4.421,3983.1,Ghana National Gas Company,Takoradi RMS
FUL00725,PLT005,2024-10-15,Natural Gas,1532.29,4.0348,6182.41,Ghana National Gas Company,Prestea RMS
FUL00726,PLT001,2024-10-17,Natural Gas,870.09,3.9596,3445.19,Ghana National Gas Company,Prestea RMS
FUL00727,PLT002,2024-10-17,Natural Gas,867.05,4.5467,3942.21,Ghana National Gas Company,Takoradi RMS
FUL00728,PLT003,2024-10-17,Natural Gas,1624.61,4.5913,7459.07,Ghana National Gas Company,Prestea RMS
FUL00729,PLT004,2024-10-17,Natural Gas,1668.85,4.0026,6679.82,Ghana National Gas Company,Takoradi RMS
FUL00730,PLT005,2024-10-17,Natural Gas,2005.27,3.9529,7926.6,Ghana National Gas Company,Prestea RMS
FUL00731,PLT001,2024-10-19,Natural Gas,1371.16,4.4247,6066.93,Ghana National Gas Company,Prestea RMS
FUL00732,PLT002,2024-10-19,Natural Gas,2185.28,4.0655,8884.34,Ghana National Gas Company,Takoradi RMS
FUL00733,PLT003,2024-10-19,Natural Gas,999.16,4.0944,4090.98,Ghana National Gas Company,Prestea RMS
FUL00734,PLT004,2024-10-19,Natural Gas,2223.18,4.3946,9770.09,Ghana National Gas Company,Takoradi RMS
FUL00735,PLT005,2024-10-19,Natural Gas,2231.42,4.1093,9169.61,Ghana National Gas Company,Prestea RMS
FUL00736,PLT001,2024-10-21,Natural Gas,2357.96,4.197,9896.27,Ghana National Gas Company,Prestea RMS
FUL00737,PLT002,2024-10-21,Natural Gas,1596.04,4.5394,7245.14,Ghana National Gas Company,Takoradi RMS
FUL00738,PLT003,2024-10-21,Natural Gas,1630.84,4.4409,7242.43,Ghana National Gas Company,Prestea RMS
FUL00739,PLT004,2024-10-21,Natural Gas,1963.33,3.8631,7584.62,Ghana National Gas Company,Takoradi RMS
FUL00740,PLT005,2024-10-21,Natural Gas,1763.93,4.4579,7863.38,Ghana National Gas Company,Prestea RMS
FUL00741,PLT001,2024-10-23,Natural Gas,1672.76,4.057,6786.34,Ghana National Gas Company,Prestea RMS
FUL00742,PLT002,2024-10-23,Natural Gas,928.11,4.3287,4017.54,Ghana National Gas Company,Takoradi RMS
FUL00743,PLT003,2024-10-23,Natural Gas,1290.39,4.2821,5525.58,Ghana National Gas Company,Prestea RMS
FUL00744,PLT004,2024-10-23,Natural Gas,1481.79,4.3518,6448.47,Ghana National Gas Company,Takoradi RMS
FUL00745,PLT005,2024-10-23,Natural Gas,1362.48,3.8339,5223.59,Ghana National Gas Company,Prestea RMS
FUL00746,PLT001,2024-10-25,Natural Gas,2192.06,4.082,8948.09,Ghana National Gas Company,Prestea RMS
FUL00747,PLT002,2024-10-25,Natural Gas,2397.04,4.0196,9635.25,Ghana National Gas Company,Takoradi RMS
FUL00748,PLT003,2024-10-25,Natural Gas,2368.04,4.5583,10794.29,Ghana National Gas Company,Prestea RMS
FUL00749,PLT004,2024-10-25,Natural Gas,920.07,4.31,3965.51,Ghana National Gas Company,Takoradi RMS
FUL00750,PLT005,2024-10-25,Natural Gas,1381.3,4.4409,6134.18,Ghana National Gas Company,Prestea RMS
FUL00751,PLT001,2024-10-27,Natural Gas,1887.06,4.5622,8609.2,Ghana National Gas Company,Prestea RMS
FUL00752,PLT002,2024-10-27,Natural Gas,1028.45,4.2861,4408.0,Ghana National Gas Company,Takoradi RMS
FUL00753,PLT003,2024-10-27,Natural Gas,2050.1,3.8278,7847.45,Ghana National Gas Company,Prestea RMS
FUL00754,PLT004,2024-10-27,Natural Gas,907.57,4.4228,4014.01,Ghana National Gas Company,Takoradi RMS
FUL00755,PLT005,2024-10-27,Natural Gas,1386.13,4.1063,5691.84,Ghana National Gas Company,Prestea RMS
FUL00756,PLT001,2024-10-29,Natural Gas,1707.59,4.2841,7315.45,Ghana National Gas Company,Prestea RMS
FUL00757,PLT002,2024-10-29,Natural Gas,1886.5,4.5591,8600.66,Ghana National Gas Company,Takoradi RMS
FUL00758,PLT003,2024-10-29,Natural Gas,1395.22,4.4105,6153.57,Ghana National Gas Company,Prestea RMS
FUL00759,PLT004,2024-10-29,Natural Gas,1718.27,4.2236,7257.23,Ghana National Gas Company,Takoradi RMS
FUL00760,PLT005,2024-10-29,Natural Gas,1436.85,4.3197,6206.69,Ghana National Gas Company,Prestea RMS
FUL00761,PLT001,2024-10-31,Natural Gas,1199.38,3.8908,4666.5,Ghana National Gas Company,Prestea RMS
FUL00762,PLT002,2024-10-31,Natural Gas,1977.08,4.1992,8302.22,Ghana National Gas Company,Takoradi RMS
FUL00763,PLT003,2024-10-31,Natural Gas,1419.18,4.2493,6030.58,Ghana National Gas Company,Prestea RMS
FUL00764,PLT004,2024-10-31,Natural Gas,1218.84,4.0082,4885.39,Ghana National Gas Company,Takoradi RMS
FUL00765,PLT005,2024-10-31,Natural Gas,1514.04,4.5971,6960.18,Ghana National Gas Company,Prestea RMS
FUL00766,PLT001,2024-11-02,Natural Gas,1256.92,4.5332,5697.85,Ghana National Gas Company,Prestea RMS
FUL00767,PLT002,2024-11-02,Natural Gas,1585.92,3.8981,6182.09,Ghana National Gas Company,Takoradi RMS
FUL00768,PLT003,2024-11-02,Natural Gas,2164.52,4.1616,9007.94,Ghana National Gas Company,Prestea RMS
FUL00769,PLT004,2024-11-02,Natural Gas,2237.89,4.1561,9300.87,Ghana National Gas Company,Takoradi RMS
FUL00770,PLT005,2024-11-02,Natural Gas,940.47,4.3455,4086.85,Ghana National Gas Company,Prestea RMS
FUL00771,PLT001,2024-11-04,Natural Gas,2152.83,4.0557,8731.17,Ghana National Gas Company,Prestea RMS
FUL00772,PLT002,2024-11-04,Natural Gas,1355.88,3.8519,5222.78,Ghana National Gas Company,Takoradi RMS
FUL00773,PLT003,2024-11-04,Natural Gas,1667.47,4.5131,7525.4,Ghana National Gas Company,Prestea RMS
FUL00774,PLT004,2024-11-04,Natural Gas,2162.18,4.3694,9447.53,Ghana National Gas Company,Takoradi RMS
FUL00775,PLT005,2024-11-04,Natural Gas,2283.72,4.3102,9843.2,Ghana National Gas Company,Prestea RMS
FUL00776,PLT001,2024-11-06,Natural Gas,2069.91,4.207,8708.12,Ghana National Gas Company,Prestea RMS
FUL00777,PLT002,2024-11-06,Natural Gas,994.18,3.9608,3937.73,Ghana National Gas Company,Takoradi RMS
FUL00778,PLT003,2024-11-06,Natural Gas,1022.2,4.4323,4530.7,Ghana National Gas Company,Prestea RMS
FUL00779,PLT004,2024-11-06,Natural Gas,842.05,4.2432,3573.0,Ghana National Gas Company,Takoradi RMS
FUL00780,PLT005,2024-11-06,Natural Gas,1390.26,4.4429,6176.83,Ghana National Gas Company,Prestea RMS
FUL00781,PLT001,2024-11-08,Natural Gas,1682.64,4.2896,7217.78,Ghana National Gas Company,Prestea RMS
FUL00782,PLT002,2024-11-08,Natural Gas,937.94,4.0474,3796.25,Ghana National Gas Company,Takoradi RMS
FUL00783,PLT003,2024-11-08,Natural Gas,2399.35,4.3751,10497.39,Ghana National Gas Company,Prestea RMS
FUL00784,PLT004,2024-11-08,Natural Gas,1641.11,4.4153,7246.04,Ghana National Gas Company,Takoradi RMS
FUL00785,PLT005,2024-11-08,Natural Gas,2117.34,3.859,8170.82,Ghana National Gas Company,Prestea RMS
FUL00786,PLT001,2024-11-10,Natural Gas,2355.81,4.3139,10162.66,Ghana National Gas Company,Prestea RMS
FUL00787,PLT002,2024-11-10,Natural Gas,1519.96,4.3441,6602.84,Ghana National Gas Company,Takoradi RMS
FUL00788,PLT003,2024-11-10,Natural Gas,1351.22,4.5024,6083.69,Ghana National Gas Company,Prestea RMS
FUL00789,PLT004,2024-11-10,Natural Gas,2048.42,4.3118,8832.45,Ghana National Gas Company,Takoradi RMS
FUL00790,PLT005,2024-11-10,Natural Gas,1091.14,4.573,4989.8,Ghana National Gas Company,Prestea RMS
FUL00791,PLT001,2024-11-12,Natural Gas,1492.19,4.5286,6757.49,Ghana National Gas Company,Prestea RMS
FUL00792,PLT002,2024-11-12,Natural Gas,888.66,3.8993,3465.18,Ghana National Gas Company,Takoradi RMS
FUL00793,PLT003,2024-11-12,Natural Gas,1044.82,3.9317,4107.95,Ghana National Gas Company,Prestea RMS
FUL00794,PLT004,2024-11-12,Natural Gas,1316.26,4.3675,5748.72,Ghana National Gas Company,Takoradi RMS
FUL00795,PLT005,2024-11-12,Natural Gas,1353.64,4.5527,6162.75,Ghana National Gas Company,Prestea RMS
FUL00796,PLT001,2024-11-14,Natural Gas,2231.88,4.4767,9991.56,Ghana National Gas Company,Prestea RMS
FUL00797,PLT002,2024-11-14,Natural Gas,1200.97,4.308,5173.83,Ghana National Gas Company,Takoradi RMS
FUL00798,PLT003,2024-11-14,Natural Gas,1681.35,3.9001,6557.49,Ghana National Gas Company,Prestea RMS
FUL00799,PLT004,2024-11-14,Natural Gas,1284.52,4.2268,5429.39,Ghana National Gas Company,Takoradi RMS
FUL00800,PLT005,2024-11-14,Natural Gas,1604.12,3.9349,6312.07,Ghana National Gas Company,Prestea RMS
FUL00801,PLT001,2024-11-16,Natural Gas,2306.57,3.9234,9049.49,Ghana National Gas Company,Prestea RMS
FUL00802,PLT002,2024-11-16,Natural Gas,1853.97,4.3765,8113.91,Ghana National Gas Company,Takoradi RMS
FUL00803,PLT003,2024-11-16,Natural Gas,1768.22,4.474,7911.06,Ghana National Gas Company,Prestea RMS
FUL00804,PLT004,2024-11-16,Natural Gas,1701.79,4.4602,7590.31,Ghana National Gas Company,Takoradi RMS
FUL00805,PLT005,2024-11-16,Natural Gas,845.4,3.8364,3243.27,Ghana National Gas Company,Prestea RMS
FUL00806,PLT001,2024-11-18,Natural Gas,1826.33,4.2614,7782.75,Ghana National Gas Company,Prestea RMS
FUL00807,PLT002,2024-11-18,Natural Gas,1841.81,4.4136,8128.95,Ghana National Gas Company,Takoradi RMS
FUL00808,PLT003,2024-11-18,Natural Gas,1466.54,4.3112,6322.54,Ghana National Gas Company,Prestea RMS
FUL00809,PLT004,2024-11-18,Natural Gas,1596.86,4.3017,6869.26,Ghana National Gas Company,Takoradi RMS
FUL00810,PLT005,2024-11-18,Natural Gas,1263.47,4.5653,5768.15,Ghana National Gas Company,Prestea RMS
FUL00811,PLT001,2024-11-20,Natural Gas,1572.71,4.4437,6988.73,Ghana National Gas Company,Prestea RMS
FUL00812,PLT002,2024-11-20,Natural Gas,1895.99,4.0379,7655.91,Ghana National Gas Company,Takoradi RMS
FUL00813,PLT003,2024-11-20,Natural Gas,916.76,3.8479,3527.63,Ghana National Gas Company,Prestea RMS
FUL00814,PLT004,2024-11-20,Natural Gas,1503.37,4.1874,6295.21,Ghana National Gas Company,Takoradi RMS
FUL00815,PLT005,2024-11-20,Natural Gas,1126.44,4.2853,4827.17,Ghana National Gas Company,Prestea RMS
FUL00816,PLT001,2024-11-22,Natural Gas,1300.13,4.3747,5687.67,Ghana National Gas Company,Prestea RMS
FUL00817,PLT002,2024-11-22,Natural Gas,1974.72,4.4886,8863.77,Ghana National Gas Company,Takoradi RMS
FUL00818,PLT003,2024-11-22,Natural Gas,2360.6,3.9046,9217.23,Ghana National Gas Company,Prestea RMS
FUL00819,PLT004,2024-11-22,Natural Gas,1392.86,4.2493,5918.71,Ghana National Gas Company,Takoradi RMS
FUL00820,PLT005,2024-11-22,Natural Gas,1310.59,4.1732,5469.33,Ghana National Gas Company,Prestea RMS
FUL00821,PLT001,2024-11-24,Natural Gas,1227.95,3.9983,4909.76,Ghana National Gas Company,Prestea RMS
FUL00822,PLT002,2024-11-24,Natural Gas,954.9,4.0322,3850.32,Ghana National Gas Company,Takoradi RMS
FUL00823,PLT003,2024-11-24,Natural Gas,1414.64,4.2923,6072.06,Ghana National Gas Company,Prestea RMS
FUL00824,PLT004,2024-11-24,Natural Gas,1197.23,4.4922,5378.25,Ghana National Gas Company,Takoradi RMS
FUL00825,PLT005,2024-11-24,Natural Gas,1055.52,4.062,4287.47,Ghana National Gas Company,Prestea RMS
FUL00826,PLT001,2024-11-26,Natural Gas,1724.3,4.0502,6983.71,Ghana National Gas Company,Prestea RMS
FUL00827,PLT002,2024-11-26,Natural Gas,2020.99,4.1986,8485.35,Ghana National Gas Company,Takoradi RMS
FUL00828,PLT003,2024-11-26,Natural Gas,1623.56,4.199,6817.34,Ghana National Gas Company,Prestea RMS
FUL00829,PLT004,2024-11-26,Natural Gas,1293.66,3.8185,4939.89,Ghana National Gas Company,Takoradi RMS
FUL00830,PLT005,2024-11-26,Natural Gas,2312.37,4.2044,9722.03,Ghana National Gas Company,Prestea RMS
FUL00831,PLT001,2024-11-28,Natural Gas,2346.7,3.9721,9321.36,Ghana National Gas Company,Prestea RMS
FUL00832,PLT002,2024-11-28,Natural Gas,1364.63,3.8404,5240.77,Ghana National Gas Company,Takoradi RMS
FUL00833,PLT003,2024-11-28,Natural Gas,1591.83,4.5059,7172.58,Ghana National Gas Company,Prestea RMS
FUL00834,PLT004,2024-11-28,Natural Gas,1846.82,4.1765,7713.19,Ghana National Gas Company,Takoradi RMS
FUL00835,PLT005,2024-11-28,Natural Gas,1658.71,4.4777,7427.27,Ghana National Gas Company,Prestea RMS
FUL00836,PLT001,2024-11-30,Natural Gas,1489.48,4.506,6711.54,Ghana National Gas Company,Prestea RMS
FUL00837,PLT002,2024-11-30,Natural Gas,1964.01,4.4111,8663.42,Ghana National Gas Company,Takoradi RMS
FUL00838,PLT003,2024-11-30,Natural Gas,1385.5,4.1205,5708.9,Ghana National Gas Company,Prestea RMS
FUL00839,PLT004,2024-11-30,Natural Gas,1712.45,3.9557,6773.98,Ghana National Gas Company,Takoradi RMS
FUL00840,PLT005,2024-11-30,Natural Gas,1685.16,3.8588,6502.74,Ghana National Gas Company,Prestea RMS
FUL00841,PLT001,2024-12-02,Natural Gas,1606.81,4.4115,7088.48,Ghana National Gas Company,Prestea RMS
FUL00842,PLT002,2024-12-02,Natural Gas,1247.55,4.5913,5727.84,Ghana National Gas Company,Takoradi RMS
FUL00843,PLT003,2024-12-02,Natural Gas,1888.64,3.895,7356.34,Ghana National Gas Company,Prestea RMS
FUL00844,PLT004,2024-12-02,Natural Gas,2360.13,4.1151,9712.23,Ghana National Gas Company,Takoradi RMS
FUL00845,PLT005,2024-12-02,Natural Gas,2071.84,4.0713,8435.02,Ghana National Gas Company,Prestea RMS
FUL00846,PLT001,2024-12-04,Natural Gas,2302.32,4.404,10139.35,Ghana National Gas Company,Prestea RMS
FUL00847,PLT002,2024-12-04,Natural Gas,1118.49,4.2073,4705.82,Ghana National Gas Company,Takoradi RMS
FUL00848,PLT003,2024-12-04,Natural Gas,1600.12,3.8362,6138.45,Ghana National Gas Company,Prestea RMS
FUL00849,PLT004,2024-12-04,Natural Gas,1019.26,4.0664,4144.75,Ghana National Gas Company,Takoradi RMS
FUL00850,PLT005,2024-12-04,Natural Gas,1557.99,4.1656,6489.95,Ghana National Gas Company,Prestea RMS
FUL00851,PLT001,2024-12-06,Natural Gas,1770.02,4.2124,7456.04,Ghana National Gas Company,Prestea RMS
FUL00852,PLT002,2024-12-06,Natural Gas,1324.75,4.2905,5683.78,Ghana National Gas Company,Takoradi RMS
FUL00853,PLT003,2024-12-06,Natural Gas,1060.0,4.5925,4868.04,Ghana National Gas Company,Prestea RMS
FUL00854,PLT004,2024-12-06,Natural Gas,1982.91,4.0394,8009.74,Ghana National Gas Company,Takoradi RMS
FUL00855,PLT005,2024-12-06,Natural Gas,1338.2,4.4626,5971.89,Ghana National Gas Company,Prestea RMS
FUL00856,PLT001,2024-12-08,Natural Gas,1651.74,4.367,7213.14,Ghana National Gas Company,Prestea RMS
FUL00857,PLT002,2024-12-08,Natural Gas,1279.66,4.4526,5697.81,Ghana National Gas Company,Takoradi RMS
FUL00858,PLT003,2024-12-08,Natural Gas,1389.37,4.339,6028.54,Ghana National Gas Company,Prestea RMS
FUL00859,PLT004,2024-12-08,Natural Gas,2367.84,4.267,10103.48,Ghana National Gas Company,Takoradi RMS
FUL00860,PLT005,2024-12-08,Natural Gas,2074.81,4.3803,9088.21,Ghana National Gas Company,Prestea RMS
FUL00861,PLT001,2024-12-10,Natural Gas,1900.87,3.8213,7263.83,Ghana National Gas Company,Prestea RMS
FUL00862,PLT002,2024-12-10,Natural Gas,1559.34,4.5737,7131.89,Ghana National Gas Company,Takoradi RMS
FUL00863,PLT003,2024-12-10,Natural Gas,2052.65,4.4209,9074.62,Ghana National Gas Company,Prestea RMS
FUL00864,PLT004,2024-12-10,Natural Gas,1724.22,4.3771,7547.12,Ghana National Gas Company,Takoradi RMS
FUL00865,PLT005,2024-12-10,Natural Gas,1733.64,3.9364,6824.32,Ghana National Gas Company,Prestea RMS
FUL00866,PLT001,2024-12-12,Natural Gas,1806.44,4.2958,7760.08,Ghana National Gas Company,Prestea RMS
FUL00867,PLT002,2024-12-12,Natural Gas,2145.87,3.9182,8407.99,Ghana National Gas Company,Takoradi RMS
FUL00868,PLT003,2024-12-12,Natural Gas,1889.16,3.8253,7226.52,Ghana National Gas Company,Prestea RMS
FUL00869,PLT004,2024-12-12,Natural Gas,2317.13,3.8879,9008.81,Ghana National Gas Company,Takoradi RMS
FUL00870,PLT005,2024-12-12,Natural Gas,830.3,4.051,3363.51,Ghana National Gas Company,Prestea RMS
FUL00871,PLT001,2024-12-14,Natural Gas,1042.29,4.3524,4536.46,Ghana National Gas Company,Prestea RMS
FUL00872,PLT002,2024-12-14,Natural Gas,1456.6,4.42,6438.14,Ghana National Gas Company,Takoradi RMS
FUL00873,PLT003,2024-12-14,Natural Gas,2272.83,4.4983,10223.77,Ghana National Gas Company,Prestea RMS
FUL00874,PLT004,2024-12-14,Natural Gas,1977.34,3.8498,7612.41,Ghana National Gas Company,Takoradi RMS
FUL00875,PLT005,2024-12-14,Natural Gas,1020.93,3.9659,4048.88,Ghana National Gas Company,Prestea RMS
FUL00876,PLT001,2024-12-16,Natural Gas,1320.08,4.3298,5715.66,Ghana National Gas Company,Prestea RMS
FUL00877,PLT002,2024-12-16,Natural Gas,1640.76,4.051,6646.72,Ghana National Gas Company,Takoradi RMS
FUL00878,PLT003,2024-12-16,Natural Gas,1077.09,4.5297,4878.89,Ghana National Gas Company,Prestea RMS
FUL00879,PLT004,2024-12-16,Natural Gas,1347.72,4.0834,5503.32,Ghana National Gas Company,Takoradi RMS
FUL00880,PLT005,2024-12-16,Natural Gas,2035.18,4.3767,8907.45,Ghana National Gas Company,Prestea RMS
FUL00881,PLT001,2024-12-18,Natural Gas,1829.29,4.3547,7965.92,Ghana National Gas Company,Prestea RMS
FUL00882,PLT002,2024-12-18,Natural Gas,1776.12,3.9538,7022.44,Ghana National Gas Company,Takoradi RMS
FUL00883,PLT003,2024-12-18,Natural Gas,1194.43,4.2465,5072.11,Ghana National Gas Company,Prestea RMS
FUL00884,PLT004,2024-12-18,Natural Gas,1159.79,4.5783,5309.9,Ghana National Gas Company,Takoradi RMS
FUL00885,PLT005,2024-12-18,Natural Gas,1276.18,4.0312,5144.54,Ghana National Gas Company,Prestea RMS
FUL00886,PLT001,2024-12-20,Natural Gas,1131.64,4.364,4938.47,Ghana National Gas Company,Prestea RMS
FUL00887,PLT002,2024-12-20,Natural Gas,1307.27,4.079,5332.41,Ghana National Gas Company,Takoradi RMS
FUL00888,PLT003,2024-12-20,Natural Gas,2293.92,4.4363,10176.57,Ghana National Gas Company,Prestea RMS
FUL00889,PLT004,2024-12-20,Natural Gas,1237.53,3.8975,4823.27,Ghana National Gas Company,Takoradi RMS
FUL00890,PLT005,2024-12-20,Natural Gas,1882.6,4.1038,7725.73,Ghana National Gas Company,Prestea RMS
FUL00891,PLT001,2024-12-22,Natural Gas,2368.26,4.4547,10549.89,Ghana National Gas Company,Prestea RMS
FUL00892,PLT002,2024-12-22,Natural Gas,2327.37,4.4437,10342.12,Ghana National Gas Company,Takoradi RMS
FUL00893,PLT003,2024-12-22,Natural Gas,1264.72,4.0301,5096.95,Ghana National Gas Company,Prestea RMS
FUL00894,PLT004,2024-12-22,Natural Gas,1942.63,4.0771,7920.28,Ghana National Gas Company,Takoradi RMS
FUL00895,PLT005,2024-12-22,Natural Gas,1507.8,4.0052,6038.97,Ghana National Gas Company,Prestea RMS
FUL00896,PLT001,2024-12-24,Natural Gas,1566.53,3.9617,6206.05,Ghana National Gas Company,Prestea RMS
FUL00897,PLT002,2024-12-24,Natural Gas,1661.72,4.5464,7554.88,Ghana National Gas Company,Takoradi RMS
FUL00898,PLT003,2024-12-24,Natural Gas,1913.87,3.9098,7482.88,Ghana National Gas Company,Prestea RMS
FUL00899,PLT004,2024-12-24,Natural Gas,1785.08,4.2695,7621.34,Ghana National Gas Company,Takoradi RMS
FUL00900,PLT005,2024-12-24,Natural Gas,1187.93,4.3359,5150.71,Ghana National Gas Company,Prestea RMS
